"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)"
1,"Which term names the object, surface, or viewpoint used as the comparison for motion?",reference frame,acceleration,speed,distance,30,1
2,"A phone stays on a bus seat. Relative to the seat, the phone is",moving forward,at rest,moving backward,changing direction,30,2
3,The same phone is moving relative to,the seat,the bus floor,a roadside sign,a passenger beside it,30,3
4,Which everyday frame is usually implied when a runner’s speed is reported?,the runner’s shoe,the runner’s shirt,the Sun,the ground,30,4
5,Which statement explicitly includes a reference frame?,The cart is at rest relative to the platform.,The cart moves fast.,The cart travels far.,The cart moves for 5 s.,30,1
6,A drone stays over one point on a moving boat. Which pair of descriptions can both be correct?,moving relative to boat and at rest relative to shore,at rest relative to boat and moving relative to shore,at rest in every frame,moving at the same speed in every frame,45,2
7,Why can two observers disagree about whether a suitcase is moving without either being wrong?,Motion has no physical meaning.,One observer measures time differently because of mass.,They may use different reference frames.,Every object has two positions at once.,45,3
8,Which revision best fixes “The passenger is not moving”?,The passenger is not really moving.,The passenger is not moving anywhere.,The passenger is at rest relative to all objects.,The passenger is at rest relative to the bus seat.,45,4
9,A classroom desk is at rest relative to the floor but moves with Earth around the Sun. What idea does this illustrate?,motion is relative,speed is always constant,Earth is stationary,all frames are identical,45,1
10,"For describing a person walking inside a train, which frame would best show the person’s motion through the aisle?",a distant star,the train floor,the station clock,the Sun,45,2
11,Observer A rides on a cart and says a box is at rest. Observer B stands beside the track and says it is moving. Which evaluation is best?,Observer A must be wrong because the cart moves.,Observer B must be wrong because the box does not slide.,Both can be correct because each compares the box with a different frame.,The box must switch between rest and motion.,60,3
12,A student says there is one “true” answer to whether an object moves. Which response is strongest?,The answer is always based on Earth.,The answer is always based on the moving object.,Motion cannot be measured.,"The answer depends on the stated reference frame, so the claim is incomplete.",60,4
13,A rider sits on a subway. Which statement can be true?,at rest relative to seat and moving relative to station,moving relative to seat and at rest relative to station,at rest relative to every frame,moving relative to every frame at the same speed,30,1
14,Which example best shows one object using two reference frames?,a timer read twice,a backpack compared with a train seat and a platform,a ruler used twice,a car with two passengers,30,2
15,Which phrase identifies the frame in “The cyclist is moving relative to the road”?,cyclist,moving,relative to the road,the,30,3
16,A moving walkway carries a standing traveler. Relative to the walkway the traveler is at rest; relative to the floor the traveler is moving. This means,the traveler has no real motion,the floor is not a valid frame,the walkway must be accelerating,rest is relative to the chosen frame,45,4
17,Which observer most naturally uses the ground as a reference frame?,a spectator beside a race track,a passenger seated on a train,a person standing on a moving walkway,an astronaut inside a spacecraft,45,1
18,What should be added first to the statement “The book moved 2 m” to make it a clearer motion description?,the book’s color,the reference frame,the book’s mass,the room temperature,45,2
19,"Two videos show different motion for the same passenger, one from inside a bus and one from a building. Which explanation fits?",One camera must be broken.,The passenger changes mass between videos.,The cameras are fixed to different reference frames.,Motion is independent of viewpoint.,45,3
20,Which statement about Earth’s surface is correct?,It is the only frame allowed in physics.,It is at rest relative to every object.,It makes all moving objects have the same speed.,"It is a convenient common frame for everyday nearby motion, not the only valid frame.",45,4
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
