"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,"In velocity-vector case 1, what does arrow length represent?",speed/magnitude,direction only,elapsed time,object mass,45,1
2,Equal-time motion dots in model 1 spread farther apart. The object is...,moving at constant speed,speeding up,slowing down,necessarily at rest,45,2
3,Perpendicular velocity components are 3 m/s east and 4 m/s north. Resultant speed is closest to...,7 m/s,1 m/s,5 m/s,4 m/s,45,3
4,A straight position-time graph in model 1 has constant negative slope. Which description fits?,speeding up in the positive direction,zero velocity at every time,changing direction every second,constant velocity in the negative direction,45,4
5,A motion diagram has increasing dot spacing but shorter and shorter velocity arrows in model 1. What should happen?,Revise one representation because they conflict.,Keep both because all diagrams are independent.,Make the dots overlap to show time.,Erase direction because velocity has none.,45,1
6,"In velocity-vector case 2, what does arrow length represent?",direction only,speed/magnitude,elapsed time,object mass,45,2
7,Equal-time motion dots in model 2 spread farther apart. The object is...,moving at constant speed,slowing down,speeding up,necessarily at rest,45,3
8,Perpendicular velocity components are 4 m/s east and 5 m/s north. Resultant speed is closest to...,9 m/s,1 m/s,5 m/s,6.4 m/s,45,4
9,A straight position-time graph in model 2 has constant negative slope. Which description fits?,constant velocity in the negative direction,speeding up in the positive direction,zero velocity at every time,changing direction every second,45,1
10,A motion diagram has increasing dot spacing but shorter and shorter velocity arrows in model 2. What should happen?,Keep both because all diagrams are independent.,Revise one representation because they conflict.,Make the dots overlap to show time.,Erase direction because velocity has none.,45,2
11,"In velocity-vector case 3, what does arrow length represent?",direction only,elapsed time,speed/magnitude,object mass,45,3
12,Equal-time motion dots in model 3 spread farther apart. The object is...,moving at constant speed,slowing down,necessarily at rest,speeding up,45,4
13,Perpendicular velocity components are 5 m/s east and 6 m/s north. Resultant speed is closest to...,7.81 m/s,11 m/s,1 m/s,6 m/s,45,1
14,A straight position-time graph in model 3 has constant negative slope. Which description fits?,speeding up in the positive direction,constant velocity in the negative direction,zero velocity at every time,changing direction every second,45,2
15,A motion diagram has increasing dot spacing but shorter and shorter velocity arrows in model 3. What should happen?,Keep both because all diagrams are independent.,Make the dots overlap to show time.,Revise one representation because they conflict.,Erase direction because velocity has none.,45,3
16,"In velocity-vector case 4, what does arrow length represent?",direction only,elapsed time,object mass,speed/magnitude,45,4
17,Equal-time motion dots in model 4 spread farther apart. The object is...,speeding up,moving at constant speed,slowing down,necessarily at rest,45,1
18,Perpendicular velocity components are 6 m/s east and 7 m/s north. Resultant speed is closest to...,13 m/s,9.22 m/s,1 m/s,7 m/s,45,2
19,A straight position-time graph in model 4 has constant negative slope. Which description fits?,speeding up in the positive direction,zero velocity at every time,constant velocity in the negative direction,changing direction every second,45,3
20,A motion diagram has increasing dot spacing but shorter and shorter velocity arrows in model 4. What should happen?,Keep both because all diagrams are independent.,Make the dots overlap to show time.,Erase direction because velocity has none.,Revise one representation because they conflict.,45,4
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
