"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,Velocity changes from 2 m/s to 8 m/s in 3 s. What is acceleration?,2 m/s^2,3 m/s^2,1 m/s^2,-2 m/s^2,45,1
2,Object 1 moves around a curve at constant speed. Why can it still accelerate?,Its mass changes.,Its velocity direction changes.,Its clock runs faster.,Its distance becomes zero.,45,2
3,"On velocity-time graph 1, a horizontal segment means...",zero position,increasing acceleration,zero acceleration,changing direction every instant,45,3
4,Velocity changes from -4 m/s to -8 m/s. The object is...,slowing down in the negative direction,at rest,moving positive with zero acceleration,speeding up in the negative direction,45,4
5,Which claim about acceleration case 1 is correct?,Acceleration describes change in velocity.,Acceleration is another word for speed.,Negative acceleration always means slowing.,Acceleration requires a change in mass.,45,1
6,Velocity changes from 3 m/s to 12 m/s in 3 s. What is acceleration?,4 m/s^2,3 m/s^2,2 m/s^2,-3 m/s^2,45,2
7,Object 2 moves around a curve at constant speed. Why can it still accelerate?,Its mass changes.,Its clock runs faster.,Its velocity direction changes.,Its distance becomes zero.,45,3
8,"On velocity-time graph 2, a horizontal segment means...",zero position,increasing acceleration,changing direction every instant,zero acceleration,45,4
9,Velocity changes from -5 m/s to -9 m/s. The object is...,speeding up in the negative direction,slowing down in the negative direction,at rest,moving positive with zero acceleration,45,1
10,Which claim about acceleration case 2 is correct?,Acceleration is another word for speed.,Acceleration describes change in velocity.,Negative acceleration always means slowing.,Acceleration requires a change in mass.,45,2
11,Velocity changes from 4 m/s to 16 m/s in 3 s. What is acceleration?,5 m/s^2,3 m/s^2,4 m/s^2,-4 m/s^2,45,3
12,Object 3 moves around a curve at constant speed. Why can it still accelerate?,Its mass changes.,Its clock runs faster.,Its distance becomes zero.,Its velocity direction changes.,45,4
13,"On velocity-time graph 3, a horizontal segment means...",zero acceleration,zero position,increasing acceleration,changing direction every instant,45,1
14,Velocity changes from -6 m/s to -10 m/s. The object is...,slowing down in the negative direction,speeding up in the negative direction,at rest,moving positive with zero acceleration,45,2
15,Which claim about acceleration case 3 is correct?,Acceleration is another word for speed.,Negative acceleration always means slowing.,Acceleration describes change in velocity.,Acceleration requires a change in mass.,45,3
16,Velocity changes from 5 m/s to 20 m/s in 3 s. What is acceleration?,6 m/s^2,4 m/s^2,-5 m/s^2,5 m/s^2,45,4
17,Object 4 moves around a curve at constant speed. Why can it still accelerate?,Its velocity direction changes.,Its mass changes.,Its clock runs faster.,Its distance becomes zero.,45,1
18,"On velocity-time graph 4, a horizontal segment means...",zero position,zero acceleration,increasing acceleration,changing direction every instant,45,2
19,Velocity changes from -7 m/s to -11 m/s. The object is...,slowing down in the negative direction,at rest,speeding up in the negative direction,moving positive with zero acceleration,45,3
20,Which claim about acceleration case 4 is correct?,Acceleration is another word for speed.,Negative acceleration always means slowing.,Acceleration requires a change in mass.,Acceleration describes change in velocity.,45,4
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
