"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,Ideal free fall from rest lasts 1 s. Approximate speed?,10 m/s,5 m/s,20 m/s,1 m/s,45,1
2,Ideal free fall from rest lasts 1 s. Approximate distance fallen?,10 m,5 m,15 m,0 m,45,2
3,"In vacuum trial 1, a heavy ball and light ball are released together. Which is true?",The heavy ball has twice the acceleration.,The light ball has no acceleration.,They have the same free-fall acceleration.,Their accelerations depend on color.,45,3
4,A leaf in air reaches nearly constant downward speed in trial 1. Is it ideal free fall then?,Yes because it is moving downward.,Yes because g becomes zero.,No because gravity has stopped acting.,No because air resistance is significant.,45,4
5,What does g approximately 10 m/s^2 mean in free-fall model 1?,Velocity changes by about 10 m/s each second.,The object moves exactly 10 m each second.,The object has a constant speed of 10 m/s.,Distance always equals 10 m.,45,1
6,Ideal free fall from rest lasts 2 s. Approximate speed?,10 m/s,20 m/s,30 m/s,2 m/s,45,2
7,Ideal free fall from rest lasts 2 s. Approximate distance fallen?,25 m,30 m,20 m,15 m,45,3
8,"In vacuum trial 2, a heavy ball and light ball are released together. Which is true?",The heavy ball has twice the acceleration.,The light ball has no acceleration.,Their accelerations depend on color.,They have the same free-fall acceleration.,45,4
9,A leaf in air reaches nearly constant downward speed in trial 2. Is it ideal free fall then?,No because air resistance is significant.,Yes because it is moving downward.,Yes because g becomes zero.,No because gravity has stopped acting.,45,1
10,What does g approximately 10 m/s^2 mean in free-fall model 2?,The object moves exactly 10 m each second.,Velocity changes by about 10 m/s each second.,The object has a constant speed of 10 m/s.,Distance always equals 10 m.,45,2
11,Ideal free fall from rest lasts 3 s. Approximate speed?,15 m/s,40 m/s,30 m/s,3 m/s,45,3
12,Ideal free fall from rest lasts 3 s. Approximate distance fallen?,50 m,55 m,40 m,45 m,45,4
13,"In vacuum trial 3, a heavy ball and light ball are released together. Which is true?",They have the same free-fall acceleration.,The heavy ball has twice the acceleration.,The light ball has no acceleration.,Their accelerations depend on color.,45,1
14,A leaf in air reaches nearly constant downward speed in trial 3. Is it ideal free fall then?,Yes because it is moving downward.,No because air resistance is significant.,Yes because g becomes zero.,No because gravity has stopped acting.,45,2
15,What does g approximately 10 m/s^2 mean in free-fall model 3?,The object moves exactly 10 m each second.,The object has a constant speed of 10 m/s.,Velocity changes by about 10 m/s each second.,Distance always equals 10 m.,45,3
16,Ideal free fall from rest lasts 4 s. Approximate speed?,20 m/s,50 m/s,4 m/s,40 m/s,45,4
17,Ideal free fall from rest lasts 4 s. Approximate distance fallen?,80 m,85 m,90 m,75 m,45,1
18,"In vacuum trial 4, a heavy ball and light ball are released together. Which is true?",The heavy ball has twice the acceleration.,They have the same free-fall acceleration.,The light ball has no acceleration.,Their accelerations depend on color.,45,2
19,A leaf in air reaches nearly constant downward speed in trial 4. Is it ideal free fall then?,Yes because it is moving downward.,Yes because g becomes zero.,No because air resistance is significant.,No because gravity has stopped acting.,45,3
20,What does g approximately 10 m/s^2 mean in free-fall model 4?,The object moves exactly 10 m each second.,The object has a constant speed of 10 m/s.,Distance always equals 10 m.,Velocity changes by about 10 m/s each second.,45,4
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
