"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,Reflection means that light,returns from a surface into the original medium,must enter a second medium,is always absorbed,changes into a mechanical wave,30,1
2,The ray traveling toward a mirror is the,reflected ray,normal line,incident ray,virtual ray,30,3
3,The reference line perpendicular to the mirror is the,principal axis,normal line,focal line,image line,30,2
4,According to the law of reflection,$\theta_i+\theta_r=180^\circ$,$\theta_i=2\theta_r$,$\theta_i=0$ for every ray,$\theta_i=\theta_r$,30,4
5,A plane-mirror image is usually,real,a shadow,virtual,a transmitted image,30,3
6,A ray hits a mirror at 41° from the normal. The reflected angle is,41°,49°,82°,139°,45,1
7,An object is 1.2 m in front of a plane mirror. Its image appears,on the mirror surface,2.4 m behind the mirror,1.2 m in front of the mirror,1.2 m behind the mirror,45,4
8,Why does rough paper still reflect light?,Rough surfaces stop obeying reflection laws.,Each small surface region reflects according to its own local normal.,Paper creates new light.,The reflected rays all remain parallel.,45,2
9,A ray strikes exactly along the normal. What happens?,It reflects 90° sideways.,It reflects back along the same line.,It becomes refracted only.,It forms no reflection.,45,2
10,Why can a virtual mirror image be seen but not projected behind the mirror?,No light reaches the eye.,The mirror emits an image but no rays.,The image absorbs all screen light.,"Real reflected rays reach the eye, but only their backward extensions meet at the apparent image.",45,4
11,Which statement best corrects “a mirror reverses left and right”?,The image is better described as front–back reversed relative to the object.,Mirrors physically swap the left and right sides of objects.,Only words are reversed.,The law of reflection reverses gravity.,60,1
12,A diagram measures 30° from the mirror surface and labels it angle of incidence. What is the best critique?,The diagram is correct because all angles are from surfaces.,The normal should be parallel to the mirror.,"Incidence angle must be measured from the normal, so the labeled angle is not the incidence angle.",Incidence angle is measured from the reflected ray only.,60,3
13,Which surface is most likely to form a sharp reflected image?,rough cardboard,textured cloth,matte concrete,a smooth polished surface,30,4
14,The angle between a reflected ray and the normal is called,angle of incidence,angle of reflection,critical angle,focal angle,30,2
15,A plane mirror forms an image because reflected rays,physically cross behind the mirror,stop at the mirror coating,enter the eye along directions that can be back-traced to an apparent point behind the mirror,become sound waves,45,3
16,"If a mirror rotates, the reflected ray direction changes because","the surface normal changes, altering the equal-angle geometry",light speed in air changes,the incident ray loses its frequency,the image becomes real,45,1
17,Which claim about diffuse reflection is correct?,It occurs only when light passes through a surface.,It violates $\theta_i=\theta_r$.,It still follows the law of reflection at each small surface region.,It creates no outgoing light.,45,3
18,A mirror image appears 0.6 m behind a plane mirror. Where is the object?,0.3 m in front,1.2 m in front,at the mirror surface,0.6 m in front of the mirror,45,4
19,Which evidence would most strongly show a proposed plane-mirror ray diagram is wrong?,The mirror is drawn vertically.,The reflected ray does not make the same angle with the normal as the incident ray.,The ray is colored blue.,The object is not centered.,60,2
20,A two-mirror periscope works mainly because each mirror,redirects light according to the law of reflection,magnifies the light by refraction,creates a real image at every surface,changes light frequency,45,1
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
