"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)"
1,A magnetic pole is best described as,an isolated electric charge,a region of a magnet where magnetic interactions are strongest,a place where mass disappears,a physical field line,30,2
2,Two facing north poles are brought close together. What happens?,They become electrically neutral.,They form one south pole.,They attract.,They repel.,30,4
3,Which feature of a magnetic-field diagram represents relative field strength?,how closely the field lines are spaced,the page color,the length of the magnet label,the compass brand,30,1
4,What normally happens when a bar magnet is cut into smaller pieces?,The pieces gain opposite electric charges.,All magnetism is destroyed.,Each piece has both a north and a south pole.,The pieces become north-only or south-only.,30,3
5,Which description matches a magnetic domain?,a small region in a magnetic material whose atomic magnetic effects are aligned,a wire carrying current,a north-only particle,a unit used to measure voltage,30,1
6,A field map has crowded lines at point P and sparse lines at point Q. Which conclusion is supported?,P must be a south pole and Q a north pole.,The field is weaker at P than at Q.,The field is stronger at P than at Q.,The field is zero at P.,45,3
7,A compass north end points east at a location near a magnet. What does that indicate?,The field has no direction.,The compass is measuring electric current.,The magnet must be moving east.,The local magnetic-field direction is east.,45,4
8,An iron sample becomes more strongly magnetic after treatment. Which microscopic change best explains it?,The north pole was separated from the south pole.,More domains have become aligned.,More domains have become random.,All atoms lost electrons.,45,2
9,Two magnets show smooth field connections across a gap from a north-facing pole to a south-facing pole. What interaction is expected?,repulsion,electric discharge,attraction,no magnetic interaction,45,3
10,A student draws field arrows entering a north pole outside a bar magnet. What correction is needed?,"Outside the magnet, arrows should leave north and head toward south.",Arrows should be removed because fields have no direction.,All arrows should point toward north.,Arrows should point only vertically.,45,1
11,A student claims magnetic field lines are invisible fibers that physically pull objects. Which response is best?,Field lines are particles that leave the magnet permanently.,"Field lines are a model for field direction and relative strength, not material fibers.",The claim is correct whenever iron filings are present.,Field lines are actually electric wires.,60,2
12,A broken magnet is reported to have produced a stable north-only fragment. Which test most directly challenges the report?,Place it in water and time how fast it sinks.,Weigh the fragment once.,Measure the fragment color.,Check both ends of the fragment for attraction/repulsion with known poles.,60,4
13,Which pair should attract?,south facing south,north facing north,north facing an isolated north-only monopole model,north facing south,30,4
14,Which statement about a compass near a magnet is correct?,It creates the magnet’s poles.,It can act as a local field-direction detector.,It measures magnetic field by changing its charge.,It always ignores nearby magnetic fields.,45,2
15,Why can an unmagnetized iron object contain magnetic domains but show little overall magnetism?,The object contains only south poles.,The domains are all aligned.,The domain directions can largely cancel one another.,The domains have no magnetic effects.,45,3
16,Which field-diagram region is modeled as weakest?,the region with the widest line spacing,the region with the closest lines,the south pole by definition,the north pole by definition,45,1
17,A magnetized sample is heated or disturbed so its domains become less aligned. What happens to its net magnetic effect?,It must increase.,It tends to decrease.,It becomes an isolated pole.,It becomes a current-carrying wire.,45,2
18,Which observation supports the idea that magnetic poles come in pairs?,Smaller pieces of a cut magnet still have two pole types.,A wire gets warm when current flows.,A lens bends light.,A charged comb attracts paper.,45,1
19,What is the best evidence from a consistently drawn field map that two regions differ in strength?,a difference in magnet color,a difference in paper margin,a difference in label font,a difference in field-line density,45,4
20,Which statement best separates a magnetic field from a field-line drawing?,Only the drawing has direction.,The field and the ink lines are the same physical object.,The field is the physical region of magnetic influence; field lines are a model used to represent it.,A magnetic field exists only after field lines are drawn.,60,3
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
