"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)"
1,A circuit with one route through all loads is,parallel,series,mixed,short,30,2
2,A circuit with separate load branches between common junctions is,series,open only,single-path,parallel,30,4
3,A gap in the only conducting path makes the circuit,open,parallel,shorted,more conductive,30,1
4,An unintended very-low-resistance path is a,series branch,voltage source,short circuit,fuse rating,30,3
5,A fuse or breaker protects a circuit mainly by,absorbing extra charge,increasing battery voltage,opening the path when current becomes excessive,creating a parallel short,30,3
6,Two 5 Ω resistors in series have equivalent resistance,10 Ω,2.5 Ω,5 Ω,25 Ω,45,1
7,Two 10 Ω resistors in parallel have equivalent resistance,10 Ω,20 Ω,100 Ω,5 Ω,45,4
8,"Three series resistors of 2 Ω, 3 Ω, and 4 Ω have equivalent resistance",24 Ω,9 Ω,1 Ω,4 Ω,45,2
9,Two parallel branches carry 1.2 A and 0.8 A. Main-line current is,2.0 A,0.4 A,0.96 A,1.2 A,45,1
10,An ideal 12 V source feeds two parallel branches. The voltage across each intact branch is,6 V,24 V,12 V,0 V,45,3
11,Which reasoning best corrects “the first series bulb uses up current”?,Current must decrease after every load.,Steady current is the same around the one-path loop; bulbs transfer energy rather than consume charge.,The second bulb creates replacement charge.,Only voltage can pass through bulbs.,60,2
12,Why does adding a parallel branch usually decrease equivalent resistance?,It makes each resistor larger.,It removes source voltage.,It forces current through more resistors in sequence.,It provides an additional path for charge flow between the same two nodes.,60,4
13,"In a series circuit, opening any one component in the only path generally",increases current in all other components,creates a parallel branch,leaves every other device unchanged,stops current everywhere in that loop,30,4
14,"In a parallel circuit, opening one branch generally",opens every branch automatically,leaves other intact branches with complete paths,turns the circuit into a short,doubles source voltage in every case,30,2
15,A 6 Ω and a 3 Ω resistor in parallel have equivalent resistance,9 Ω,3 Ω,2 Ω,18 Ω,45,3
16,"At the same source voltage, adding another parallel load tends to make total source current",increase,decrease to zero,stay identical in every case,become voltage,45,1
17,Which arrangement is used for independent household appliances?,one long series chain,parallel branches,an open loop,a short across the source,45,2
18,A short circuit is dangerous because its very low resistance can produce,zero current,zero power everywhere,a smaller source voltage by definition,a very large current,45,4
19,A holiday-light design must keep remaining lamps on when one lamp fails open. Which topology best meets the requirement?,parallel,series,open circuit,short circuit,60,1
20,Where should a whole-circuit breaker be placed for several parallel household branches?,in parallel across one appliance as a low-resistance path,after only one branch so the others bypass protection,in the common supply path so it can interrupt total current to the branches,inside an open branch that carries no current,60,3
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
