"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)"
1,Electric power measures,energy transfer rate,charge stored,resistance per time,energy per charge only,30,1
2,The SI unit of power is the,joule-hour,ohm,watt,ampere-hour,30,3
3,Electrical energy use at constant power can be calculated with,$E=P/t$,$E=Pt$,$E=IV/t$,$E=IR$,30,2
4,A higher-power device transfers electrical energy,at a slower rate,only if current is zero,without any dependence on voltage,at a faster rate while operating,30,4
5,"To determine total energy use from power, you also need",wire color,charge sign,Coulomb constant,operating time,30,4
6,A 12 V device drawing 4 A has power,3 W,48 W,16 W,144 W,45,2
7,A 25 W lamp used for 8 h consumes,200 Wh,3.125 Wh,33 Wh,200 W,45,1
8,A 200 W device runs for 0.5 h. Its energy use is,400 Wh,199.5 Wh,100 Wh,100 W,45,3
9,Device A is 50 W for 10 h; Device B is 100 W for 4 h. Which uses more energy?,Device B,Device A,They are equal,It cannot be determined from power and time,45,2
10,A device uses 600 Wh at 150 W. How long did it run?,0.25 h,450 h,750 h,4 h,45,4
11,Which critique best addresses “the highest-power device always costs the most to run”?,Power never affects energy use.,The statement is always true.,"Total energy depends on both power and operating time, so a lower-power device used much longer can use more energy.",Only voltage determines energy use.,60,3
12,Two lamps have equal useful visible output but one draws 15 W and the other 60 W under the same conditions. Which inference is best?,The 15 W lamp provides the same stated service with a lower electrical input rate.,The 60 W lamp must be more efficient.,Both necessarily use equal energy for any run time.,Watt ratings directly measure brightness only.,60,1
13,A watt is equivalent to,a coulomb per volt,an ohm per ampere,a joule per second,a joule times second,30,3
14,A watt-hour is a unit of,energy,power,current,resistance,30,1
15,A 5 V charger draws 2 A. Its power is,2.5 W,7 W,20 W,10 W,45,4
16,A 10 W device runs all day for 24 h. Its daily energy use is,24 Wh,240 Wh,34 Wh,0.42 Wh,45,2
17,"If operating time doubles while power stays constant, energy use",doubles,halves,stays unchanged,quadruples,45,1
18,"If power is cut in half while run time stays the same, energy use",doubles,stays unchanged,is cut in half,becomes zero in every case,45,3
19,Which evidence would strengthen a claim that an LED replacement is more energy efficient?,Only a lower watt rating with no light-output comparison.,Only a higher purchase price.,Only a different bulb shape.,Comparable useful light output plus lower electrical energy use over the same service time.,60,4
20,A panel rated at 300 W produces 150 W for two hours because conditions are weak. Which statement is best?,It must still produce 600 Wh because of the rating.,"The actual energy in that interval is based on the actual power and time, not the 300 W nameplate alone.",Power and energy are identical.,Weak light cannot change power.,60,2
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
