"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)"
1,Which statement is true for an object moving at constant velocity?,Its net force is zero.,A forward net force must act.,Its acceleration matches its speed.,Its mass must be zero.,30,1
2,A cart has 7 N left and 19 N right acting horizontally. Which way does it accelerate?,left,right,it has zero acceleration,the direction cannot be found from the forces,30,2
3,"If net force is doubled while mass stays fixed, acceleration is",halved,unchanged,doubled,made zero,30,3
4,"If mass is tripled while net force stays fixed, acceleration becomes",three times as large,unchanged,nine times as large,one-third as large,30,4
5,Acceleration points in the direction of the,net force,current velocity in every case,mass,largest speed,30,1
6,A 6-kg cart has 24 N of net force. Its acceleration is,18 m/s²,4 m/s²,30 m/s²,144 m/s²,45,2
7,A 36-N net force produces 6 m/s² acceleration. The mass is,30 kg,42 kg,6 kg,216 kg,45,3
8,A 5-kg object accelerates at 3 m/s². The net force is,2 N,8 N,45 N,15 N,45,4
9,Two carts feel the same net force. Cart A has twice Cart B’s mass. Which acceleration comparison is correct?,Cart A has half Cart B’s acceleration.,Cart A has twice Cart B’s acceleration.,They have equal acceleration.,Cart A has zero acceleration.,45,1
10,A moving object has a net force opposite its velocity. What initially happens to its speed?,It increases.,It decreases.,It must remain constant.,It instantly becomes zero.,45,2
11,A student claims a moving ball must have a forward net force. Which evidence best refutes the claim?,A ball has mass.,A ball can be at rest.,A ball can move at constant velocity while the net force is zero.,A larger force can cause larger acceleration.,60,3
12,Two identical carts receive different net forces. Which argument best explains why the cart with larger net force changes velocity more rapidly?,Larger net force always means larger speed already.,Force and velocity are the same quantity.,Mass is irrelevant only when velocity is zero.,"For equal mass, larger net force produces larger acceleration.",60,4
13,Which situation shows force causing acceleration rather than simply motion?,A rolling cart speeds up while an unbalanced push acts.,A book rests on a table.,A puck coasts at constant velocity with zero net force.,A parked car remains still.,45,1
14,"For one cart, 10 N gives 2 m/s². What acceleration should 25 N give if mass is unchanged?",2.5 m/s²,5 m/s²,10 m/s²,20 m/s²,45,2
15,Which change produces less acceleration for the same net force?,using a smaller mass,removing mass,using a larger mass,doubling force,45,3
16,A 9-kg object accelerates at 2 m/s². What is $F_{net}$?,4.5 N,7 N,11 N,18 N,45,4
17,An object accelerates 8 m/s² under 40 N. What mass does it have?,5 kg,32 kg,48 kg,320 kg,45,1
18,A cart moves left while the net force is right. Which acceleration arrow is correct?,left,right,zero,either direction,45,2
19,Which statement correctly combines Newton’s Second Law ideas?,Acceleration shrinks with net force and grows with mass.,Acceleration depends only on velocity.,Acceleration grows with net force and shrinks with mass.,Mass and force never affect acceleration.,45,3
20,Which observation is consistent with zero net force?,An object speeds up steadily.,An object turns continuously.,An object slows down steadily.,An object maintains constant velocity.,45,4
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
