"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,Refraction occurs when light,changes speed and usually direction as it enters a different medium,returns from a mirror without crossing,forms a shadow only,changes into sound,30,1
2,"Entering a slower medium at an angle, light bends",away from the normal,along the surface,toward the normal,back along the incident path,30,3
3,An apparent-depth effect is caused mainly by,reflection only,refraction,absorption,shadow formation,30,2
4,Separation of white light into colors is,diffuse reflection,transmission only,polarization,dispersion,30,4
5,Total internal reflection can occur only when light goes,from lower index toward higher index,through an opaque screen,from higher index toward lower index,exactly along any normal,30,3
6,Light speed is $2.0\times10^8$ m/s in a medium. Its index is,1.5,0.67,2.0,6.0,45,1
7,"A ray goes from air into glass. If it slows, the refracted angle should usually be",larger than the incident angle,exactly 90°,unrelated to the normal,smaller than the incident angle,45,4
8,A ray goes from glass to air and speeds up. It generally bends,toward the normal,away from the normal,into the mirror direction,without changing direction at any incidence,45,2
9,Why does a straw appear bent at a water surface?,The water physically bends the straw.,"Rays from the submerged part refract before reaching the eye, shifting the apparent location.",The eye emits bent rays.,The straw becomes a mirror.,45,2
10,A fiber confines a ray when,its incidence is below the critical angle,the cladding index is always higher than the core,the ray crosses the core at 0° to the surface,its internal incidence exceeds the critical angle at a higher-to-lower index boundary,45,4
11,Which critique best addresses “light bends because it wants the shortest path”?,"A physical explanation should connect direction change to speed differences and wavefront geometry, not intention.","Light actually has goals, so the statement is complete.",Refraction occurs only because of reflection.,Path length is unrelated to optical travel.,60,1
12,Which model best explains a rainbow?,Water droplets paint colored bands in the air.,The sky emits separate colors only after rain.,"Sunlight refracts, disperses, internally reflects, and refracts again in droplets.",A rainbow is only a mirror image of the Sun.,60,3
13,Which quantity is $n=c/v$?,frequency,wavelength,magnification,index of refraction,30,4
14,"If a ray enters exactly along the normal, it",must bend toward the surface,does not bend even though speed can change,must totally internally reflect,cannot enter,30,2
15,A prism spreads colors because different frequencies,all have exactly the same index behavior,have no wavelength,experience slightly different refraction,turn into mechanical waves,45,3
16,Which pair is necessary for TIR?,higher-to-lower index and incidence above critical angle,lower-to-higher index and incidence below critical angle,equal indices and any angle,opaque boundary and zero frequency,45,1
17,A fish appears closer to the surface than it is. The apparent position comes from,the fish physically rising,water making a virtual mirror only,back-tracing refracted rays in straight lines,gravity bending visible light,45,3
18,"At a boundary, a ray slows and bends toward the normal. Which statement is consistent?",The second medium must have smaller index.,The two indices must be equal.,The ray underwent TIR.,The second medium has a larger refractive index.,45,4
19,A student claims an optical fiber guides light because the ray curves smoothly with the fiber. What is the best correction?,The light has no direction inside the fiber.,The ray travels in segments and is repeatedly redirected by total internal reflection.,The core absorbs and recreates the ray continuously.,The fiber works only by diffuse reflection.,60,2
20,Which observation best distinguishes refraction from reflection at a boundary?,The ray crosses into the second medium and changes direction.,The ray returns into the first medium.,The surface is shiny.,The object casts a shadow.,45,1
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
