"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,Light is an example of what kind of wave?,An electromagnetic wave,A pressure wave that requires air,A water surface wave only,A matter wave carried by dust,30,1
2,"Which equation relates light speed, frequency, and wavelength?",$c=f/\lambda$,$c=\lambda/f$,$c=f\lambda$,$f=c\lambda$,30,3
3,Visible light is,the entire electromagnetic spectrum,a small portion of the electromagnetic spectrum,only infrared radiation,a mechanical vibration,30,2
4,A material that passes light but blurs an image is,transparent,opaque,a vacuum,translucent,30,4
5,A shadow forms when,darkness travels from an object,the eye stops emitting rays,some light paths to a surface are blocked,frequency becomes zero,30,3
6,A $6.0\times10^{14}$ Hz light wave in vacuum has wavelength closest to,$5.0\times10^{-7}$ m,$2.0\times10^6$ m,$1.8\times10^{23}$ m,$5.0\times10^7$ m,45,1
7,Light travels $9.0\times10^5$ km at $3.0\times10^5$ km/s. How long does the trip take?,0.33 s,30 s,270 s,3.0 s,45,4
8,"At fixed wave speed, which wave has the shorter wavelength?",The wave with the lower frequency,The wave with the greater frequency,They always have equal wavelengths,Wavelength depends only on amplitude,45,2
9,Which evidence best identifies a transparent material?,The sample casts any shadow.,A sharp scene remains visible through the sample.,The sample feels cool.,Some light is present on both sides.,45,2
10,Why can you see a non-glowing object in a lit room?,Your eyes send light to the object.,The object emits darkness toward your eyes.,Sound waves carry its image.,Light reflects or scatters from it into your eyes.,45,4
11,Which statement best corrects “transparent means light does not interact with matter”?,"Light can be transmitted while its speed, direction, or intensity still changes.",Transparent matter destroys all light interactions.,Only opaque materials affect light speed.,Transmission means no energy ever enters the material.,60,1
12,Which evidence best rejects the idea that darkness travels from an object to make a shadow?,Shadows can look dark.,Opaque objects have mass.,Changing the source or blocker changes which light rays reach the screen.,Eyes detect visible light.,60,3
13,An electromagnetic wave can travel through,only liquids,only solids,only air,empty space,30,4
14,Which region has higher frequency than visible light?,infrared,ultraviolet,microwave,radio,30,2
15,Which material is opaque?,clear window glass,clean water in a thin container,a metal plate that blocks direct light,transparent acrylic,30,3
16,Red visible light has a longer wavelength than violet light in vacuum. Therefore red light has,a lower frequency,a higher frequency,the same frequency,no frequency,45,1
17,"A source, blocker, and screen are aligned. Moving the blocker can alter the shadow because it changes",the speed of darkness,the electromagnetic spectrum of the wall,which source-to-screen ray paths are blocked,whether the eye emits light,45,3
18,Which observation most strongly supports the receiver model of vision?,Eyes can move left and right.,A mirror can form an image.,Some materials are opaque.,A book becomes difficult to see when the room lights are turned off.,45,4
19,A student argues that a frosted panel must be opaque because no clear image is visible through it. What is the best critique?,Any blurred view proves the panel is opaque.,"If significant light passes through, the panel can be translucent even though scattering destroys image detail.",Opacity depends only on color.,A translucent material must form a perfect image.,60,2
20,Which change keeps $c=f\lambda$ consistent if wavelength becomes one-third as large?,Frequency becomes three times as large.,Frequency becomes one-third as large.,Frequency stays constant.,Frequency becomes nine times smaller.,45,1
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
