"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)"
1,Which force opposes sliding or attempted sliding between surfaces?,friction,mass,weight,acceleration,30,1
2,A crate is pushed but does not move. Which friction type can balance the push?,sliding friction,static friction,weight,air resistance,30,2
3,A block slides right. Friction on the block points,right,up,left,down only,30,3
4,Which property of an object uses kilograms as its standard unit?,weight,friction,support force,mass,30,4
5,Which quantity is the gravitational force on an object?,weight,mass,net force,inertia,30,1
6,A 40-N push right is opposed by 15 N friction. Net force is,55 N right,25 N right,25 N left,15 N right,45,2
7,A 6-kg box has 24 N net force. Its acceleration is,18 m/s²,30 m/s²,4 m/s²,144 m/s²,45,3
8,An 8-kg object near Earth weighs about,8 N,18 N,800 N,80 N,45,4
9,A box remains at rest under a 10-N push. Which force model is consistent?,10 N static friction opposite the push,zero friction,10 N friction with the push,20 N net force,45,1
10,"If friction decreases while applied force stays fixed, net force usually",decreases,increases,stays exactly the same,becomes weight,45,2
11,A student says mass and weight are the same because both describe “how heavy” something is. Which correction is best?,Mass is measured in newtons and weight in kilograms.,Both change in the same way on the Moon.,Mass measures inertia; weight is gravitational force.,Weight is independent of gravity.,60,3
12,"Two identical boxes get the same push, but one has much more friction. Which explanation best predicts their accelerations?",Friction changes mass rather than net force.,They must have equal acceleration because the pushes match.,The rougher box accelerates more because friction adds to the push.,The box with less friction has larger net force and larger acceleration.,60,4
13,Which statement about friction is correct?,It acts to oppose relative motion or attempted motion at the contact.,It always points opposite velocity of the whole object in every situation.,It is always equal to weight.,It exists only when objects are sliding.,45,1
14,A stationary desk does not move under a small push because,gravity cancels the horizontal push,static friction can balance the push,the desk has no forces on it,mass removes the push,45,2
15,Which pair uses the correct units?,mass in N; weight in kg,mass in m/s; weight in s,mass in kg; weight in N,mass in kg; weight in kg,30,3
16,A 12-kg object on Earth has an approximate weight of,12 N,22 N,1200 N,120 N,45,4
17,A 55-N push right and 20-N friction left produce,35 N right,75 N right,35 N left,20 N right,45,1
18,Which change can reduce acceleration without changing mass or applied force?,decreasing opposing friction,increasing opposing friction,removing friction,increasing the applied force,45,2
19,A box is at rest while push increases from 3 N to 7 N. Static friction during that change,must stay at 3 N,must become zero,can increase to keep the net force zero,must point with the push,45,3
20,An object moves from Earth to a weaker gravitational field. Which statement is correct?,Its mass decreases while weight stays the same.,Both mass and weight stay the same.,Its mass becomes a force.,Its mass stays the same while its weight decreases.,45,4
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
