"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,Answer 3 (Optional),Answer 4 (Optional),Time Limit (sec) (Max: 300 seconds),Correct Answer(s) (Only include Answer #)
1,A lens thicker in the middle that brings parallel rays together is,a converging lens,a diverging lens,a plane mirror,an opaque filter,30,1
2,A diverging lens makes parallel rays,meet at a real focus on the far side,reflect backward,spread apart,stop moving,30,3
3,The point associated with parallel rays meeting after a converging lens is the,normal line,focal point,critical point,virtual mirror,30,2
4,Which image type is confirmed when rays can be focused onto a physical screen?,virtual,always upright,always magnified,real,30,4
5,Magnification compares,light speed with frequency,incidence with reflection angle,image height with object height,index with wavelength,30,3
6,"For $f=10$ cm and $d_o=30$ cm, a converging lens has image distance",15 cm,20 cm,30 cm,40 cm,45,1
7,A 3 cm object forms a 9 cm image. The magnification magnitude is,6,0.33,12,3,45,4
8,Which observation proves an image is real?,It looks upright.,It can be focused onto a screen.,It appears large.,It is seen through glass.,45,2
9,"For a simple magnifier, the object is placed",beyond twice the focal length of a diverging lens,inside the focal length of a converging lens,on the screen,behind the observer,45,2
10,A ray parallel to the principal axis passes through a converging lens and then,must stay parallel,reflects back along itself,travels through the near focal point before the lens,heads toward the far focal point,45,4
11,Which response best corrects “the lens makes a new copy of the light”?,The lens refracts existing rays so they meet or appear to meet at an image location.,Only cameras create new light.,Virtual images require new light.,A lens creates photons in proportion to magnification.,60,1
12,A diagram shows diverging rays but labels a real intersection of those same rays behind the lens. What is wrong?,Diverging lenses always make real images.,The rays should be reflected instead of refracted.,Diverging real rays do not meet there; only backward extensions may locate a virtual image.,Any labeled intersection is automatically real.,60,3
13,The central horizontal reference through a lens is the,normal line,critical ray,shadow line,principal axis,30,4
14,Object distance is measured from,the object to the screen only,the lens to the object,the focal point to the image only,the eye to the object,30,2
15,"A projector needs a screen image, so the optical system must form",only a virtual image,a mirror image behind the screen,a real image,no image,45,3
16,Which lens is commonly used to correct ray directions before light enters the eye?,a corrective lens chosen for the focusing error,an opaque plate,a plane mirror only,a rough diffuser,45,1
17,"If a ray passes through the center of a thin-lens model, the simplest construction usually draws it",turning 90° at the lens,reflecting backward,approximately straight through,parallel to the surface,45,3
18,A magnifier can produce an enlarged virtual image because,the image is projected on the lens itself,the lens creates extra light,all magnified images are real,the outgoing rays diverge and the eye back-traces them to an apparent larger image,45,4
19,Two ray diagrams predict different image locations. Which evidence is most useful?,Choose the diagram with more colors.,Check whether the construction rays follow the standard lens rules and actually meet or appear to meet at the claimed point.,Choose the larger image automatically.,Ignore focal points.,60,2
20,A camera and eye are similar because both,use refracting optical surfaces to bring rays to a light-sensitive surface,form only virtual images,use plane mirrors as the main focusing element,require total internal reflection for every ray,45,1
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
