"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)"
1,Newton’s Third Law says forces occur as,equal-magnitude opposite-direction interactions on different objects,unequal forces on one object,equal forces on the same object only,forces that always cancel motion,30,1
2,A bat pushes a ball forward. The reaction force is,gravity pulling the ball down,the ball pushing the bat backward,the bat pushing itself backward,air pushing the bat forward,30,2
3,"If object A pushes B with 60 N, B pushes A with",30 N,120 N,60 N in the opposite direction,zero,30,3
4,Third-Law partners act on,the same object,only the heavier object,only the faster object,different objects,30,4
5,"Before calling a force internal or external, you must define the",system,velocity,mass unit,time interval only,30,1
6,Two skaters push with equal force. The lighter skater has,smaller acceleration,greater acceleration,the larger interaction force,zero acceleration,45,2
7,A truck and car collide. Which statement about contact forces is correct?,The truck exerts the larger force.,The car exerts the larger force.,Each exerts the same force magnitude on the other.,Only the moving-faster vehicle exerts a force.,45,3
8,"For the system person + skateboard, the wall’s force on the person is",internal,not a force,a mass,external,45,4
9,"For the system containing both carts and the spring between them, spring forces between carts are",internal,external,not interactions,weight forces,45,1
10,Why do action-reaction forces not cancel in the force sum for one object?,They have unequal magnitudes.,Only one member of the pair acts on that object.,They point the same direction.,One is imaginary.,45,2
11,A student pairs the weight of a book with the table’s support force on the book. Which critique is best?,They are a Third-Law pair because they can balance.,Third-Law pairs must both be vertical and on one object.,"Those two forces act on the same object, so they are not a Third-Law pair.",Weight never has a reaction partner.,60,3
12,A cannonball accelerates much more than the cannon during firing. Which explanation best fits Newton’s laws?,The cannonball feels a larger force.,The cannon feels no force.,Third-Law equality applies only after firing.,"The interaction forces are equal, but the cannonball has much less mass.",60,4
13,The reaction to a tire pushing backward on the road is,the road pushing forward on the tire,the tire pushing itself forward,gravity pulling the tire down,the engine pushing the road forward,45,1
14,Which pair is a Third-Law interaction?,weight on book; support on book,hand pushes wall; wall pushes hand,friction and weight on the same box,two forces both acting on one cart,45,2
15,"If a 20-N interaction force acts on a 2-kg cart, its acceleration from that force alone is",2 m/s²,18 m/s²,10 m/s²,40 m/s²,45,3
16,"If the partner 20-N force acts on a 5-kg cart, its acceleration is",10 m/s²,25 m/s²,100 m/s²,4 m/s²,45,4
17,Which statement about a system boundary is correct?,It determines which interactions are internal or external for the analysis.,It changes the physical force pair.,It changes mass of objects inside.,It must always include Earth.,45,1
18,A rocket moves forward in empty space because,space itself provides a solid surface,exhaust gas pushes the rocket forward as the rocket pushes gas backward,the backward force is smaller,the rocket has no reaction force,45,2
19,A swimmer pushes water backward. The water pushes the swimmer,backward with equal force,forward with a larger force,forward with equal force magnitude,not at all,45,3
20,Which statement is always true of a Third-Law pair?,The accelerations are equal.,The masses are equal.,The forces cancel on each object.,The forces are equal in magnitude and opposite in direction.,45,4
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
