"Blooket
Import Template",,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3
(Optional)","Answer 4
(Optional)","Time Limit (sec)
(Max: 300 seconds)","Correct Answer(s)
(Only include Answer #)"
1,Electrical resistance is measured in,amperes,volts,coulombs,ohms,30,4
2,Which wire has less resistance if material and length are the same?,the thinner wire,the thicker wire,both always have infinite resistance,thickness never matters,30,2
3,Ohm’s Law is,$V=IR$,$V=E/q$,$I=Q/t$,$F=kq_1q_2/r^2$,30,1
4,"If voltage rises while resistance is constant, current",falls,must stay zero,rises,becomes resistance,30,3
5,"If resistance rises at constant voltage, current",rises,is unchanged,falls,becomes voltage,30,3
6,A 20 V source across a 5 Ω resistor produces,4 A,100 A,15 A,0.25 A,45,1
7,A device carries 3 A at 12 V. Its resistance is,36 Ω,15 Ω,0.25 Ω,4 Ω,45,4
8,A 7 Ω resistor carrying 2 A has a voltage of,3.5 V,14 V,9 V,5 V,45,2
9,"On a $V$-versus-$I$ graph, points lie on a line with slope 9 V/A. The resistance is",1/9 Ω,9 Ω,9 A,9 W,45,2
10,Which change increases current through an unchanged resistor?,decreasing voltage,increasing resistance,opening the circuit,increasing the applied voltage,45,4
11,A student says “a larger slope on a $V$–$I$ graph means current flows more easily.” Which correction is best?,"A larger $V/I$ slope means larger resistance, so more voltage is needed per ampere.",A larger slope means zero resistance.,"Slope is charge, not resistance.",All slopes represent the same resistance.,60,1
12,A device has a curved $V$–$I$ graph rather than a straight line through the origin. What is the best conclusion?,It has no resistance.,It cannot carry current.,Its resistance is not constant over the measured range.,Ohm’s Law says every graph must be horizontal.,60,3
13,A longer wire of the same material and thickness usually has,greater resistance,less resistance,the same resistance always,zero resistance,30,1
14,A thinner wire of the same material and length usually has,less resistance,exactly the same resistance,greater resistance,negative resistance,30,3
15,"At 10 V a resistor carries 2 A. If resistance stays constant, at 20 V it carries",1 A,4 A,2 A,20 A,45,2
16,"At 12 V a resistor carries 3 A. If resistance doubles while voltage stays 12 V, current becomes",6 A,3 A,0.75 A,1.5 A,45,4
17,Which ratio gives resistance for a simple Ohm’s Law situation?,$I/V$,$Q/t$,$V/I$,$P/t$,45,3
18,A metal wire heats and its resistance rises while voltage stays fixed. What happens to current?,It decreases.,It increases.,It is unchanged.,It becomes voltage.,45,1
19,Which evidence most strongly supports constant resistance?,One current value is large.,The wire is metallic.,The voltage source has a label.,Several $V/I$ ratios calculated from different operating points are nearly equal.,60,4
20,A bird touches only one ideal high-voltage wire with both feet close together. Which explanation best addresses why current through the bird can be small?,Birds have zero resistance.,"There is little potential difference across its body, so Ohm’s Law does not imply a large body current from the wire’s voltage label alone.",High voltage cannot produce current anywhere.,The bird stores the wire voltage as charge.,60,2
21,,,,,,,
22,,,,,,,
23,,,,,,,
24,,,,,,,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,,,,,,,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,,,,,,,
55,,,,,,,
56,,,,,,,
57,,,,,,,
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,,,,,,,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,,,,,,,
79,,,,,,,
80,,,,,,,
81,,,,,,,
82,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,,,,,,,
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,,,,,,,
98,,,,,,,
99,,,,,,,
100,,,,,,,
